# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-27 22:24:40 EDT	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06765500 SOUTH PLATTE RIVER AT NORTH PLATTE, NEBR.
# -----------------------------------------------------------------------------------
#
# Data provided for site 06765500
#    DD parameter   Description
#    13   00060     Discharge, cubic feet per second
#    03   00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	13_00060	13_00060_cd	03_00065	03_00065_cd
USGS	06765500	2015-05-21 01:30	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 01:45	CDT	11100	P	12.31	P
USGS	06765500	2015-05-21 02:00	CDT	11300	P	12.35	P
USGS	06765500	2015-05-21 02:15	CDT	11200	P	12.33	P
USGS	06765500	2015-05-21 02:30	CDT	11100	P	12.30	P
USGS	06765500	2015-05-21 02:45	CDT	10900	P	12.22	P
USGS	06765500	2015-05-21 03:00	CDT	11100	P	12.29	P
USGS	06765500	2015-05-21 03:15	CDT	11200	P	12.33	P
USGS	06765500	2015-05-21 03:30	CDT	11000	P	12.26	P
USGS	06765500	2015-05-21 03:45	CDT	10900	P	12.22	P
USGS	06765500	2015-05-21 04:00	CDT	10800	P	12.19	P
USGS	06765500	2015-05-21 04:15	CDT	11000	P	12.26	P
USGS	06765500	2015-05-21 04:30	CDT	11100	P	12.28	P
USGS	06765500	2015-05-21 04:45	CDT	11200	P	12.32	P
USGS	06765500	2015-05-21 05:00	CDT	11200	P	12.32	P
USGS	06765500	2015-05-21 05:15	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 05:30	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 05:45	CDT	11100	P	12.29	P
USGS	06765500	2015-05-21 06:00	CDT	11100	P	12.29	P
USGS	06765500	2015-05-21 06:15	CDT	11000	P	12.27	P
USGS	06765500	2015-05-21 06:30	CDT	11100	P	12.28	P
USGS	06765500	2015-05-21 06:45	CDT	11100	P	12.28	P
USGS	06765500	2015-05-21 07:00	CDT	11100	P	12.28	P
USGS	06765500	2015-05-21 07:15	CDT	10900	P	12.23	P
USGS	06765500	2015-05-21 07:30	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 07:45	CDT	10800	P	12.19	P
USGS	06765500	2015-05-21 08:00	CDT	10800	P	12.19	P
USGS	06765500	2015-05-21 08:15	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 08:30	CDT	11000	P	12.26	P
USGS	06765500	2015-05-21 08:45	CDT	10900	P	12.22	P
USGS	06765500	2015-05-21 09:00	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 09:15	CDT	10700	P	12.16	P
USGS	06765500	2015-05-21 09:30	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 09:45	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 10:00	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 10:15	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 10:30	CDT	11100	P	12.28	P
USGS	06765500	2015-05-21 10:45	CDT	10900	P	12.23	P
USGS	06765500	2015-05-21 11:00	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 11:15	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 11:30	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 11:45	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 12:00	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 12:15	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 12:30	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 12:45	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 13:00	CDT	10700	P	12.16	P
USGS	06765500	2015-05-21 13:15	CDT	10900	P	12.23	P
USGS	06765500	2015-05-21 13:30	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 13:45	CDT	10900	P	12.22	P
USGS	06765500	2015-05-21 14:00	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 14:15	CDT	10800	P	12.19	P
USGS	06765500	2015-05-21 14:30	CDT	10500	P	12.09	P
USGS	06765500	2015-05-21 14:45	CDT	10600	P	12.10	P
USGS	06765500	2015-05-21 15:00	CDT	10800	P	12.17	P
USGS	06765500	2015-05-21 15:15	CDT	10900	P	12.21	P
USGS	06765500	2015-05-21 15:30	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 15:45	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 16:00	CDT	10700	P	12.14	P
USGS	06765500	2015-05-21 16:15	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 16:30	CDT	11000	P	12.25	P
USGS	06765500	2015-05-21 16:45	CDT	10900	P	12.24	P
USGS	06765500	2015-05-21 17:00	CDT	10900	P	12.23	P
USGS	06765500	2015-05-21 17:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-21 17:30	CDT	10800	P	12.17	P
USGS	06765500	2015-05-21 17:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-21 18:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-21 18:15	CDT	10500	P	12.08	P
USGS	06765500	2015-05-21 18:30	CDT	10500	P	12.07	P
USGS	06765500	2015-05-21 18:45	CDT	10500	P	12.08	P
USGS	06765500	2015-05-21 19:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-21 19:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-21 19:30	CDT	10800	P	12.18	P
USGS	06765500	2015-05-21 19:45	CDT	10800	P	12.20	P
USGS	06765500	2015-05-21 20:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-21 20:15	CDT	10600	P	12.13	P
USGS	06765500	2015-05-21 20:30	CDT	10800	P	12.18	P
USGS	06765500	2015-05-21 20:45	CDT	10800	P	12.19	P
USGS	06765500	2015-05-21 21:00	CDT	10700	P	12.15	P
USGS	06765500	2015-05-21 21:15	CDT	10700	P	12.16	P
USGS	06765500	2015-05-21 21:30	CDT	10800	P	12.17	P
USGS	06765500	2015-05-21 21:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-21 22:00	CDT	10500	P	12.08	P
USGS	06765500	2015-05-21 22:15	CDT	10700	P	12.14	P
USGS	06765500	2015-05-21 22:30	CDT	10700	P	12.14	P
USGS	06765500	2015-05-21 22:45	CDT	10600	P	12.12	P
USGS	06765500	2015-05-21 23:00	CDT	10600	P	12.11	P
USGS	06765500	2015-05-21 23:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-21 23:30	CDT	10400	P	12.04	P
USGS	06765500	2015-05-21 23:45	CDT	10400	P	12.02	P
USGS	06765500	2015-05-22 00:00	CDT	10400	P	12.05	P
USGS	06765500	2015-05-22 00:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 00:30	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 00:45	CDT	10800	P	12.20	P
USGS	06765500	2015-05-22 01:00	CDT	10900	P	12.21	P
USGS	06765500	2015-05-22 01:15	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 01:30	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 01:45	CDT	10900	P	12.21	P
USGS	06765500	2015-05-22 02:00	CDT	10800	P	12.19	P
USGS	06765500	2015-05-22 02:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 02:30	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 02:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 03:00	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 03:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 03:30	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 03:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 04:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 04:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 04:30	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 04:45	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 05:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 05:15	CDT	10700	P	12.14	P
USGS	06765500	2015-05-22 05:30	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 05:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 06:00	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 06:15	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 06:30	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 06:45	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 07:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-22 07:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 07:30	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 07:45	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 08:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 08:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 08:30	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 08:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-22 09:00	CDT	10800	P	12.20	P
USGS	06765500	2015-05-22 09:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 09:30	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 09:45	CDT	10400	P	12.05	P
USGS	06765500	2015-05-22 10:00	CDT	10400	P	12.01	P
USGS	06765500	2015-05-22 10:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 10:30	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 10:45	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 11:00	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 11:15	CDT	10500	P	12.09	P
USGS	06765500	2015-05-22 11:30	CDT	10500	P	12.09	P
USGS	06765500	2015-05-22 11:45	CDT	10800	P	12.19	P
USGS	06765500	2015-05-22 12:00	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 12:15	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 12:30	CDT	10500	P	12.06	P
USGS	06765500	2015-05-22 12:45	CDT	10500	P	12.07	P
USGS	06765500	2015-05-22 13:00	CDT	10500	P	12.07	P
USGS	06765500	2015-05-22 13:15	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 13:30	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 13:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 14:00	CDT	10800	P	12.19	P
USGS	06765500	2015-05-22 14:15	CDT	10800	P	12.20	P
USGS	06765500	2015-05-22 14:30	CDT	10800	P	12.19	P
USGS	06765500	2015-05-22 14:45	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 15:00	CDT	10700	P	12.14	P
USGS	06765500	2015-05-22 15:15	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 15:30	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 15:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 16:00	CDT	10800	P	12.19	P
USGS	06765500	2015-05-22 16:15	CDT	10900	P	12.21	P
USGS	06765500	2015-05-22 16:30	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 16:45	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 17:00	CDT	10900	P	12.22	P
USGS	06765500	2015-05-22 17:15	CDT	10900	P	12.24	P
USGS	06765500	2015-05-22 17:30	CDT	10900	P	12.22	P
USGS	06765500	2015-05-22 17:45	CDT	10500	P	12.09	P
USGS	06765500	2015-05-22 18:00	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 18:15	CDT	10700	P	12.16	P
USGS	06765500	2015-05-22 18:30	CDT	10700	P	12.16	P
USGS	06765500	2015-05-22 18:45	CDT	10900	P	12.22	P
USGS	06765500	2015-05-22 19:00	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 19:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 19:30	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 19:45	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 20:00	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 20:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-22 20:30	CDT	10500	P	12.07	P
USGS	06765500	2015-05-22 20:45	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 21:00	CDT	10800	P	12.18	P
USGS	06765500	2015-05-22 21:15	CDT	10800	P	12.17	P
USGS	06765500	2015-05-22 21:30	CDT	10500	P	12.07	P
USGS	06765500	2015-05-22 21:45	CDT	10400	P	12.04	P
USGS	06765500	2015-05-22 22:00	CDT	10600	P	12.11	P
USGS	06765500	2015-05-22 22:15	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 22:30	CDT	10700	P	12.15	P
USGS	06765500	2015-05-22 22:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-22 23:00	CDT	10600	P	12.10	P
USGS	06765500	2015-05-22 23:15	CDT	10600	P	12.13	P
USGS	06765500	2015-05-22 23:30	CDT	10800	P	12.20	P
USGS	06765500	2015-05-22 23:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-23 00:00	CDT	10700	P	12.16	P
USGS	06765500	2015-05-23 00:15	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 00:30	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 00:45	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 01:00	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 01:15	CDT	10600	P	12.11	P
USGS	06765500	2015-05-23 01:30	CDT	10800	P	12.17	P
USGS	06765500	2015-05-23 01:45	CDT	10700	P	12.15	P
USGS	06765500	2015-05-23 02:00	CDT	10800	P	12.20	P
USGS	06765500	2015-05-23 02:15	CDT	10800	P	12.19	P
USGS	06765500	2015-05-23 02:30	CDT	10800	P	12.20	P
USGS	06765500	2015-05-23 02:45	CDT	10600	P	12.13	P
USGS	06765500	2015-05-23 03:00	CDT	10700	P	12.14	P
USGS	06765500	2015-05-23 03:15	CDT	10800	P	12.18	P
USGS	06765500	2015-05-23 03:30	CDT	10700	P	12.14	P
USGS	06765500	2015-05-23 03:45	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 04:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 04:15	CDT	10400	P	12.05	P
USGS	06765500	2015-05-23 04:30	CDT	10600	P	12.13	P
USGS	06765500	2015-05-23 04:45	CDT	10700	P	12.15	P
USGS	06765500	2015-05-23 05:00	CDT	10600	P	12.11	P
USGS	06765500	2015-05-23 05:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-23 05:30	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 05:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-23 06:00	CDT	10700	P	12.15	P
USGS	06765500	2015-05-23 06:15	CDT	10700	P	12.14	P
USGS	06765500	2015-05-23 06:30	CDT	10600	P	12.13	P
USGS	06765500	2015-05-23 06:45	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 07:00	CDT	10700	P	12.15	P
USGS	06765500	2015-05-23 07:15	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 07:30	CDT	10600	P	12.11	P
USGS	06765500	2015-05-23 07:45	CDT	10700	P	12.16	P
USGS	06765500	2015-05-23 08:00	CDT	10700	P	12.16	P
USGS	06765500	2015-05-23 08:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 08:30	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 08:45	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 09:00	CDT	10700	P	12.14	P
USGS	06765500	2015-05-23 09:15	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 09:30	CDT	10400	P	12.04	P
USGS	06765500	2015-05-23 09:45	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 10:00	CDT	10600	P	12.12	P
USGS	06765500	2015-05-23 10:15	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 10:30	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 10:45	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 11:00	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 11:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-23 11:30	CDT	10200	P	11.96	P
USGS	06765500	2015-05-23 11:45	CDT	10500	P	12.07	P
USGS	06765500	2015-05-23 12:00	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 12:15	CDT	10600	P	12.10	P
USGS	06765500	2015-05-23 12:30	CDT	10600	P	12.10	P
USGS	06765500	2015-05-23 12:45	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 13:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 13:15	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 13:30	CDT	10600	P	12.11	P
USGS	06765500	2015-05-23 13:45	CDT	10500	P	12.09	P
USGS	06765500	2015-05-23 14:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 14:15	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 14:30	CDT	10400	P	12.05	P
USGS	06765500	2015-05-23 14:45	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 15:00	CDT	10400	P	12.05	P
USGS	06765500	2015-05-23 15:15	CDT	10300	P	12.00	P
USGS	06765500	2015-05-23 15:30	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 15:45	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 16:00	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 16:15	CDT	10300	P	12.00	P
USGS	06765500	2015-05-23 16:30	CDT	10400	P	12.04	P
USGS	06765500	2015-05-23 16:45	CDT	10200	P	11.96	P
USGS	06765500	2015-05-23 17:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-23 17:15	CDT	10400	P	12.04	P
USGS	06765500	2015-05-23 17:30	CDT	10200	P	11.95	P
USGS	06765500	2015-05-23 17:45	CDT	10400	P	12.04	P
USGS	06765500	2015-05-23 18:00	CDT	10200	P	11.96	P
USGS	06765500	2015-05-23 18:15	CDT	10200	P	11.98	P
USGS	06765500	2015-05-23 18:30	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 18:45	CDT	10600	P	12.10	P
USGS	06765500	2015-05-23 19:00	CDT	10500	P	12.07	P
USGS	06765500	2015-05-23 19:15	CDT	10500	P	12.06	P
USGS	06765500	2015-05-23 19:30	CDT	10400	P	12.01	P
USGS	06765500	2015-05-23 19:45	CDT	10200	P	11.96	P
USGS	06765500	2015-05-23 20:00	CDT	10400	P	12.02	P
USGS	06765500	2015-05-23 20:15	CDT	10400	P	12.04	P
USGS	06765500	2015-05-23 20:30	CDT	10500	P	12.07	P
USGS	06765500	2015-05-23 20:45	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 21:00	CDT	10400	P	12.05	P
USGS	06765500	2015-05-23 21:15	CDT	10500	P	12.08	P
USGS	06765500	2015-05-23 21:30	CDT	10500	P	12.07	P
USGS	06765500	2015-05-23 21:45	CDT	10400	P	12.02	P
USGS	06765500	2015-05-23 22:00	CDT	10300	P	11.99	P
USGS	06765500	2015-05-23 22:15	CDT	10200	P	11.97	P
USGS	06765500	2015-05-23 22:30	CDT	10400	P	12.01	P
USGS	06765500	2015-05-23 22:45	CDT	10300	P	11.99	P
USGS	06765500	2015-05-23 23:00	CDT	10200	P	11.94	P
USGS	06765500	2015-05-23 23:15	CDT	10300	P	11.99	P
USGS	06765500	2015-05-23 23:30	CDT	10400	P	12.01	P
USGS	06765500	2015-05-23 23:45	CDT	10400	P	12.03	P
USGS	06765500	2015-05-24 00:00	CDT	10400	P	12.03	P
USGS	06765500	2015-05-24 00:15	CDT	10500	P	12.07	P
USGS	06765500	2015-05-24 00:30	CDT	10400	P	12.02	P
USGS	06765500	2015-05-24 00:45	CDT	10400	P	12.01	P
USGS	06765500	2015-05-24 01:00	CDT	10200	P	11.98	P
USGS	06765500	2015-05-24 01:15	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 01:30	CDT	10200	P	11.96	P
USGS	06765500	2015-05-24 01:45	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 02:00	CDT	10200	P	11.98	P
USGS	06765500	2015-05-24 02:15	CDT	10400	P	12.02	P
USGS	06765500	2015-05-24 02:30	CDT	10400	P	12.02	P
USGS	06765500	2015-05-24 02:45	CDT	10400	P	12.02	P
USGS	06765500	2015-05-24 03:00	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 03:15	CDT	10100	P	11.92	P
USGS	06765500	2015-05-24 03:30	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 03:45	CDT	10200	P	11.96	P
USGS	06765500	2015-05-24 04:00	CDT	10100	P	11.91	P
USGS	06765500	2015-05-24 04:15	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 04:30	CDT	10200	P	11.96	P
USGS	06765500	2015-05-24 04:45	CDT	10200	P	11.94	P
USGS	06765500	2015-05-24 05:00	CDT	10200	P	11.94	P
USGS	06765500	2015-05-24 05:15	CDT	9920	P	11.85	P
USGS	06765500	2015-05-24 05:30	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 05:45	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 06:00	CDT	10100	P	11.93	P
USGS	06765500	2015-05-24 06:15	CDT	10300	P	11.99	P
USGS	06765500	2015-05-24 06:30	CDT	10200	P	11.98	P
USGS	06765500	2015-05-24 06:45	CDT	10300	P	12.00	P
USGS	06765500	2015-05-24 07:00	CDT	10100	P	11.91	P
USGS	06765500	2015-05-24 07:15	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 07:30	CDT	9880	P	11.84	P
USGS	06765500	2015-05-24 07:45	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 08:00	CDT	10300	P	11.99	P
USGS	06765500	2015-05-24 08:15	CDT	10400	P	12.01	P
USGS	06765500	2015-05-24 08:30	CDT	10200	P	11.94	P
USGS	06765500	2015-05-24 08:45	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 09:00	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 09:15	CDT	9920	P	11.85	P
USGS	06765500	2015-05-24 09:30	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 09:45	CDT	10400	P	12.01	P
USGS	06765500	2015-05-24 10:00	CDT	10300	P	12.00	P
USGS	06765500	2015-05-24 10:15	CDT	10200	P	11.94	P
USGS	06765500	2015-05-24 10:30	CDT	10200	P	11.97	P
USGS	06765500	2015-05-24 10:45	CDT	10100	P	11.92	P
USGS	06765500	2015-05-24 11:00	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 11:15	CDT	9880	P	11.84	P
USGS	06765500	2015-05-24 11:30	CDT	9880	P	11.83	P
USGS	06765500	2015-05-24 11:45	CDT	9920	P	11.85	P
USGS	06765500	2015-05-24 12:00	CDT	10200	P	11.95	P
USGS	06765500	2015-05-24 12:15	CDT	10100	P	11.93	P
USGS	06765500	2015-05-24 12:30	CDT	10200	P	11.94	P
USGS	06765500	2015-05-24 12:45	CDT	10100	P	11.92	P
USGS	06765500	2015-05-24 13:00	CDT	9960	P	11.86	P
USGS	06765500	2015-05-24 13:15	CDT	9960	P	11.86	P
USGS	06765500	2015-05-24 13:30	CDT	9960	P	11.87	P
USGS	06765500	2015-05-24 13:45	CDT	10100	P	11.90	P
USGS	06765500	2015-05-24 14:00	CDT	10100	P	11.93	P
USGS	06765500	2015-05-24 14:15	CDT	9990	P	11.88	P
USGS	06765500	2015-05-24 14:30	CDT	10100	P	11.90	P
USGS	06765500	2015-05-24 14:45	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 15:00	CDT	10100	P	11.90	P
USGS	06765500	2015-05-24 15:15	CDT	10100	P	11.91	P
USGS	06765500	2015-05-24 15:30	CDT	10100	P	11.90	P
USGS	06765500	2015-05-24 15:45	CDT	9990	P	11.88	P
USGS	06765500	2015-05-24 16:00	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 16:15	CDT	9850	P	11.82	P
USGS	06765500	2015-05-24 16:30	CDT	9880	P	11.84	P
USGS	06765500	2015-05-24 16:45	CDT	9710	P	11.77	P
USGS	06765500	2015-05-24 17:00	CDT	9850	P	11.82	P
USGS	06765500	2015-05-24 17:15	CDT	9810	P	11.81	P
USGS	06765500	2015-05-24 17:30	CDT	9960	P	11.86	P
USGS	06765500	2015-05-24 17:45	CDT	9990	P	11.88	P
USGS	06765500	2015-05-24 18:00	CDT	9880	P	11.83	P
USGS	06765500	2015-05-24 18:15	CDT	9810	P	11.81	P
USGS	06765500	2015-05-24 18:30	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 18:45	CDT	10100	P	11.93	P
USGS	06765500	2015-05-24 19:00	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 19:15	CDT	9920	P	11.85	P
USGS	06765500	2015-05-24 19:30	CDT	9880	P	11.83	P
USGS	06765500	2015-05-24 19:45	CDT	10100	P	11.91	P
USGS	06765500	2015-05-24 20:00	CDT	10100	P	11.92	P
USGS	06765500	2015-05-24 20:15	CDT	10100	P	11.91	P
USGS	06765500	2015-05-24 20:30	CDT	9990	P	11.88	P
USGS	06765500	2015-05-24 20:45	CDT	9960	P	11.87	P
USGS	06765500	2015-05-24 21:00	CDT	10000	P	11.89	P
USGS	06765500	2015-05-24 21:15	CDT	10100	P	11.90	P
USGS	06765500	2015-05-24 21:30	CDT	9960	P	11.87	P
