# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-10-07 12:43:50 EDT	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09352900 VALLECITO CREEK NEAR BAYFIELD, CO.
# -----------------------------------------------------------------------------------
#
# Data provided for site 09352900
#    DD parameter   Description
#    02   00060     Discharge, cubic feet per second
#    01   00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     Eqp  Equipment malfunction
#
agency_cd	site_no	datetime	tz_cd	02_00060	02_00060_cd	01_00065	01_00065_cd
USGS	09352900	2015-10-01 17:45	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 18:00	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 18:15	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 18:30	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 18:45	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 19:00	MDT	34	P	0.90	P
USGS	09352900	2015-10-01 19:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 19:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 19:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 20:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 20:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 20:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 20:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 21:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 21:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 21:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 21:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 22:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 22:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 22:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 22:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 23:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 23:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 23:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-01 23:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 00:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 00:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 00:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 00:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 01:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 01:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 01:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 01:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 02:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 02:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 02:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 02:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 03:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 03:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 03:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 03:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 04:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 04:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 04:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 04:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 05:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 05:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 05:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 05:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 06:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 06:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 06:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 06:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 07:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 07:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 07:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 07:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 08:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 08:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 08:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 08:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 09:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 09:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 09:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 09:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 10:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 10:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 10:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 10:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 11:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 11:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 11:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 11:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 12:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 12:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 12:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 12:45	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 13:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 13:15	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 13:30	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 13:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 14:00	MDT	33	P	0.89	P
USGS	09352900	2015-10-02 14:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 14:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 14:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 15:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 15:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 15:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 15:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 16:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 16:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 16:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 16:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 17:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 17:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 17:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 17:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 18:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 18:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 18:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 18:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-02 19:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 19:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 19:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 19:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 20:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 20:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 20:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 20:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 21:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 21:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 21:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 21:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 22:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 22:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 22:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 22:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 23:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 23:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 23:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-02 23:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 00:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 00:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 00:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 00:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 01:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 01:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 01:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 01:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 02:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 02:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 02:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 02:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 03:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 03:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 03:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 03:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 04:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 04:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 04:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 04:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 05:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 05:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 05:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 05:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 06:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 06:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 06:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 06:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 07:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 07:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 07:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 07:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 08:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 08:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 08:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 08:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 09:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 09:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 09:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 09:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 10:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 10:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 10:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 10:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 11:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 11:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 11:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 11:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 12:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 12:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 12:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 12:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 13:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 13:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 13:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 13:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 14:00	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 14:15	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 14:30	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 14:45	MDT	33	P	0.88	P
USGS	09352900	2015-10-03 15:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 15:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 15:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 15:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 16:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 16:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 16:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 16:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 17:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 17:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 17:30	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 17:45	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 18:00	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 18:15	MDT	32	P	0.87	P
USGS	09352900	2015-10-03 18:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 18:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 19:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 19:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 19:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 19:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 20:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 20:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 20:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 20:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 21:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 21:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 21:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 21:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 22:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 22:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 22:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 22:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 23:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 23:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 23:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-03 23:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 00:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 00:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 00:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 00:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 01:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 01:15	MDT	30	P	0.85	P
USGS	09352900	2015-10-04 01:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 01:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 02:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 02:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 02:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 02:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 03:00	MDT	30	P	0.85	P
USGS	09352900	2015-10-04 03:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 03:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 03:45	MDT	30	P	0.85	P
USGS	09352900	2015-10-04 04:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 04:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 04:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 04:45	MDT	30	P	0.85	P
USGS	09352900	2015-10-04 05:00	MDT	30	P	0.85	P
USGS	09352900	2015-10-04 05:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 05:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 05:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 06:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 06:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 06:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 06:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 07:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 07:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 07:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 07:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 08:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 08:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 08:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 08:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 09:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 09:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 09:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 09:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 10:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 10:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 10:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 10:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 11:00	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 11:15	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 11:30	MDT	31	P	0.86	P
USGS	09352900	2015-10-04 11:45	MDT	31	P	0.86	P
USGS	09352900	2015-10-05 15:30	MDT	Eqp	P	Eqp	P
USGS	09352900	2015-10-05 15:45	MDT	Eqp	P	Eqp	P
USGS	09352900	2015-10-05 16:00	MDT	138	P	1.60	P
USGS	09352900	2015-10-05 16:15	MDT	138	P	1.60	P
USGS	09352900	2015-10-05 16:30	MDT	138	P	1.60	P
USGS	09352900	2015-10-05 16:45	MDT	138	P	1.60	P
USGS	09352900	2015-10-05 17:00	MDT	138	P	1.60	P
