# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-10-20 17:37:14 EDT	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09510000 VERDE RIVER BELOW BARTLETT DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09510000
#    DD parameter   Description
#    11   00060     Discharge, cubic feet per second
#    10   00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	11_00060	11_00060_cd	10_00065	10_00065_cd
USGS	09510000	2015-10-14 01:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 02:00	MST	134	P	0.81	P
USGS	09510000	2015-10-14 02:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 02:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 02:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 03:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 03:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 03:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 03:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 04:00	MST	134	P	0.81	P
USGS	09510000	2015-10-14 04:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 04:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 04:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 05:00	MST	134	P	0.81	P
USGS	09510000	2015-10-14 05:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 05:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 05:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 06:00	MST	134	P	0.81	P
USGS	09510000	2015-10-14 06:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 06:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 06:45	MST	134	P	0.81	P
USGS	09510000	2015-10-14 07:00	MST	134	P	0.81	P
USGS	09510000	2015-10-14 07:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 07:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 07:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 08:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 08:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 08:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 08:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 09:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 09:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 09:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 09:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 10:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 10:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 10:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 10:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 11:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 11:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 11:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 11:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 12:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 12:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 12:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 12:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 13:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 13:15	MST	131	P	0.79	P
USGS	09510000	2015-10-14 13:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 13:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 14:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 14:15	MST	131	P	0.79	P
USGS	09510000	2015-10-14 14:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 14:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 15:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 15:15	MST	131	P	0.79	P
USGS	09510000	2015-10-14 15:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 15:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 16:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 16:15	MST	131	P	0.79	P
USGS	09510000	2015-10-14 16:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 16:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 17:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 17:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 17:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 17:45	MST	131	P	0.79	P
USGS	09510000	2015-10-14 18:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 18:15	MST	131	P	0.79	P
USGS	09510000	2015-10-14 18:30	MST	131	P	0.79	P
USGS	09510000	2015-10-14 18:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 19:00	MST	131	P	0.79	P
USGS	09510000	2015-10-14 19:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 19:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 19:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 20:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 20:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 20:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 20:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 21:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 21:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 21:30	MST	134	P	0.81	P
USGS	09510000	2015-10-14 21:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 22:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 22:15	MST	132	P	0.80	P
USGS	09510000	2015-10-14 22:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 22:45	MST	132	P	0.80	P
USGS	09510000	2015-10-14 23:00	MST	132	P	0.80	P
USGS	09510000	2015-10-14 23:15	MST	134	P	0.81	P
USGS	09510000	2015-10-14 23:30	MST	132	P	0.80	P
USGS	09510000	2015-10-14 23:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 00:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 00:15	MST	134	P	0.81	P
USGS	09510000	2015-10-15 00:30	MST	134	P	0.81	P
USGS	09510000	2015-10-15 00:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 01:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 01:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 01:30	MST	134	P	0.81	P
USGS	09510000	2015-10-15 01:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 02:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 02:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 02:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 02:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 03:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 03:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 03:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 03:45	MST	134	P	0.81	P
USGS	09510000	2015-10-15 04:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 04:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 04:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 04:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 05:00	MST	134	P	0.81	P
USGS	09510000	2015-10-15 05:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 05:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 05:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 06:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 06:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 06:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 06:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 07:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 07:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 07:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 07:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 08:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 08:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 08:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 08:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 09:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 09:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 09:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 09:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 10:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 10:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 10:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 10:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 11:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 11:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 11:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 11:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 12:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 12:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 12:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 12:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 13:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 13:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 13:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 13:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 14:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 14:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 14:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 14:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 15:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 15:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 15:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 15:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 16:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 16:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 16:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 16:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 17:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 17:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 17:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 17:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 18:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 18:15	MST	131	P	0.79	P
USGS	09510000	2015-10-15 18:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 18:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 19:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 19:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 19:30	MST	131	P	0.79	P
USGS	09510000	2015-10-15 19:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 20:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 20:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 20:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 20:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 21:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 21:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 21:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 21:45	MST	131	P	0.79	P
USGS	09510000	2015-10-15 22:00	MST	131	P	0.79	P
USGS	09510000	2015-10-15 22:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 22:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 22:45	MST	132	P	0.80	P
USGS	09510000	2015-10-15 23:00	MST	132	P	0.80	P
USGS	09510000	2015-10-15 23:15	MST	132	P	0.80	P
USGS	09510000	2015-10-15 23:30	MST	132	P	0.80	P
USGS	09510000	2015-10-15 23:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 00:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 00:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 00:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 00:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 01:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 01:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 01:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 01:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 02:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 02:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 02:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 02:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 03:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 03:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 03:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 03:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 04:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 04:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 04:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 04:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 05:00	MST	131	P	0.79	P
USGS	09510000	2015-10-16 05:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 05:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 05:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 06:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 06:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 06:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 06:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 07:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 07:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 07:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 07:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 08:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 08:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 08:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 08:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 09:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 09:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 09:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 09:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 10:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 10:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 10:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 10:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 11:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 11:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 11:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 11:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 12:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 12:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 12:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 12:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 13:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 13:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 13:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 13:45	MST	131	P	0.79	P
USGS	09510000	2015-10-16 14:00	MST	131	P	0.79	P
USGS	09510000	2015-10-16 14:15	MST	131	P	0.79	P
USGS	09510000	2015-10-16 14:30	MST	131	P	0.79	P
USGS	09510000	2015-10-16 14:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 15:00	MST	131	P	0.79	P
USGS	09510000	2015-10-16 15:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 15:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 15:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 16:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 16:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 16:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 16:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 17:00	MST	132	P	0.80	P
USGS	09510000	2015-10-16 17:15	MST	132	P	0.80	P
USGS	09510000	2015-10-16 17:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 17:45	MST	132	P	0.80	P
USGS	09510000	2015-10-16 18:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 18:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 18:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 18:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 19:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 19:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 19:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 19:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 20:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 20:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 20:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 20:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 21:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 21:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 21:30	MST	132	P	0.80	P
USGS	09510000	2015-10-16 21:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 22:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 22:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 22:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 22:45	MST	134	P	0.81	P
USGS	09510000	2015-10-16 23:00	MST	134	P	0.81	P
USGS	09510000	2015-10-16 23:15	MST	134	P	0.81	P
USGS	09510000	2015-10-16 23:30	MST	134	P	0.81	P
USGS	09510000	2015-10-16 23:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 00:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 00:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 00:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 00:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 01:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 01:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 01:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 01:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 02:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 02:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 02:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 02:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 03:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 03:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 03:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 03:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 04:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 04:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 04:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 04:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 05:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 05:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 05:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 05:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 06:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 06:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 06:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 06:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 07:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 07:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 07:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 07:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 08:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 08:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 08:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 08:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 09:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 09:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 09:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 09:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 10:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 10:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 10:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 10:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 11:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 11:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 11:30	MST	132	P	0.80	P
USGS	09510000	2015-10-17 11:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 12:00	MST	132	P	0.80	P
USGS	09510000	2015-10-17 12:15	MST	132	P	0.80	P
USGS	09510000	2015-10-17 12:30	MST	132	P	0.80	P
USGS	09510000	2015-10-17 12:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 13:00	MST	132	P	0.80	P
USGS	09510000	2015-10-17 13:15	MST	132	P	0.80	P
USGS	09510000	2015-10-17 13:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 13:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 14:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 14:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 14:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 14:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 15:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 15:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 15:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 15:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 16:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 16:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 16:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 16:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 17:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 17:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 17:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 17:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 18:00	MST	134	P	0.81	P
USGS	09510000	2015-10-17 18:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 18:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 18:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 19:00	MST	132	P	0.80	P
USGS	09510000	2015-10-17 19:15	MST	134	P	0.81	P
USGS	09510000	2015-10-17 19:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 19:45	MST	132	P	0.80	P
USGS	09510000	2015-10-17 20:00	MST	132	P	0.80	P
USGS	09510000	2015-10-17 20:15	MST	132	P	0.80	P
USGS	09510000	2015-10-17 20:30	MST	134	P	0.81	P
USGS	09510000	2015-10-17 20:45	MST	134	P	0.81	P
USGS	09510000	2015-10-17 21:00	MST	134	P	0.81	P
